Symbol,Market_cap,Enterprise_value,Price_to_sale,Price_to_book,Value_to_revenue,Value_to_EBITDA,Profit_margin,Operating_margin,Return_on_asset,Return_on_equity,Revenue,Revenue_per_share,Quarterly_revenue_growth,Gross_profit,EBITDA,Netincome_avi_to_common,Dilutted_eps,Total_cash,Total_cash_per_share,Total_debt,Total_debt_to_equity,Current_ratio,Book_value_per_share,Operating_cash_flow,Levered_Free_cash_flow,current_price,last_quarter_price,last_year_price
DSGX,6140000000.0,6020000000.0,17.16,6.52,57.53,141.95,0.2077,0.24719999999999998,0.057699999999999994,0.09050000000000001,405730000.0,4.8,0.245,258750000.0,163570000.0,84290000.0,0.98,171080000.0,2.02,11390000.0,1.15,1.97,11.71,167080000.0,147270000.0,81.26000213623047,69.16000366210938,56.97999954223633
DSKE,575490000.0,1240000000.0,0.42,6.17,2.93,21.02,0.0381,0.0562,0.0461,0.37420000000000003,1500000000.0,23.27,0.13,476000000.0,182900000.0,51800000.0,0.79,143600000.0,2.3,713200000.0,423.26,1.64,1.66,138200000.0,51860000.0,9.210000038146973,6.480000019073486,5.369999885559082
DSPG,529820000.00000006,477020000.0,4.14,3.39,12.63,289.1,-0.0227,-0.018600000000000002,-0.0074,-0.02,138100000.0,5.75,0.451,58190000.0,722000.0,-3130000.0,-0.13,73370000.0,3.03,12020000.0,7.54,3.07,6.59,20620000.0,19290000.0,21.90999984741211,14.800000190734863,13.180000305175781
DTIL,693340000.0,531409999.99999994,6.38,6.9,22.11,-61.43,-0.2691,-0.2722,-0.1015,-0.38439999999999996,118040000.0,2.08,2.2640000000000002,24290000.0,-23140000.0,-31770000.0,-0.56,160470000.0,2.64,11540000.0,11.38,5.02,1.69,-624000.0,-11800000.0,11.539999961853027,12.520000457763672,6.159999847412109
DTSS,50460000.0,53190000.0,256.36,157.87,79.25,-35.89,0.0,-6.64,-0.4481,-1.1803,837210.0,0.04,73.117,94000.0,-5310000.0,-5220000.0,-0.239,5810000.0,0.24,2080000.0,32.74,2.13,0.28,-4440000.0,-1370000.0,2.109999895095825,2.5,3.1500000953674316
DTST,29700000.0,29230000.0,1.37,2.56,7.57,56.11,0.022000000000000002,-0.028900000000000002,-0.0129,0.0212,12460000.0,2.96,0.41700000000000004,3900000.0,865690.0,171820.0,0.041,12890000.0,1.93,2120000.0,9.4,5.25,3.39,567640.0,-1570000.0,4.440000057220459,5.829999923706055,0.17000000178813934
DVAX,2300000000.0,2210000000.0,12.87,27.6,20.43,-88.5,-0.146,0.1838,0.047599999999999996,-0.5631,263920000.00000003,2.33,7.071000000000001,6530000.0,52900000.0,-38530000.0,-0.34,414160000.0,3.45,258040000.00000003,381.85,1.61,0.56,199290000.0,176770000.0,19.209999084472656,9.850000381469727,4.320000171661377
DWSN,58870000.0,23860000.0,1.98,0.76,12.47,-5.17,-1.3175,-1.3577000000000001,-0.2053,-0.35810000000000003,22740000.0,0.97,-0.7809999999999999,17100000.0,-17030000.0,-29960000.0,-1.273,36600000.0,1.55,5440000.0,7.86,8.77,2.93,-10180000.0,995500.0,2.490000009536743,2.609999895095825,1.7599999904632568
DXCM,52990000000.0,52300000000.0,25.06,26.53,80.44,370.13,0.22820000000000001,0.1592,0.0536,0.2912,2320000000.0,24.03,0.298,1280000000.0,447100000.0,529299999.99999994,5.3,2700000000.0,27.84,1880000000.0,88.18,4.97,22.04,508700000.0,-89260000.0,546.8599853515625,427.0,412.2300109863281
DXLG,451840000.0,622070000.0,0.96,13.22,5.12,30.98,0.0885,0.0915,0.0898,1.7105000000000001,471680000.0,7.82,0.426,104360000.0,61280000.0,41730000.0,0.65,6940000.0,0.11,149400000.0,312.99,0.98,0.75,71560000.0,67180000.0,6.119999885559082,3.7799999713897705,0.25999999046325684
DXPE,618000000.0,869560000.0,0.64,1.75,3.04,39.69,-0.0297,0.0166,0.0121,-0.084,984160000.0,53.17,0.136,258519999.99999997,40610000.0,-29350000.0,-1.59,79170000.0,4.26,375060000.0,105.92,2.15,20.16,64090000.0,56230000.0,29.56999969482422,33.29999923706055,16.1299991607666
DXYN,76780000.0,173360000.0,0.2,1.17,1.94,20.18,0.0189,0.0484,0.0509,0.142,392610000.0,25.93,0.275,76460000.0,29170000.0,9340000.0,0.47,1250000.0,0.08,79630000.0,110.17,2.17,4.68,-536000.0,16860000.0,4.860000133514404,2.930000066757202,0.8999999761581421
DYNT,25700000.0,32670000.0,0.47,1.01,2.66,37.07,0.059699999999999996,-0.068,-0.0535,0.1253,47970000.0,2.94,0.013999999999999999,13370000.0,-1700000.0,2080000.0,0.127,5340000.0,0.3,4780000.0,18.31,2.55,1.03,-1400000.0,-2220000.0,1.4600000381469727,1.2000000476837158,0.699999988079071
DZSI,333560000.0,299260000.0,0.85,2.52,3.38,-73.73,-0.1363,-0.059800000000000006,-0.0489,-0.40630000000000005,340820000.0,13.47,-0.059000000000000004,96880000.0,-15740000.0,-46440000.0,-1.84,45510000.0,1.67,16810000.0,13.16,2.24,4.7,994000.0,31410000.0,12.260000228881836,20.75,9.369999885559082
EA,40400000000.0,38630000000.0,7.24,5.23,21.16,89.02,0.12269999999999999,0.175,0.0571,0.09849999999999999,6400000000.0,22.29,0.586,4130000000.0,1420000000.0,785000000.0,2.71,1970000000.0,6.97,2200000000.0,27.94,1.32,27.69,1420000000.0,1410000000.0,142.25,143.65936279296875,129.76632690429688
EAST,34360000.0,49150000.0,2.33,4.19,15.54,-41.58,-0.1855,-0.5326,-0.1361,-1.0234,12770000.0,1.09,-0.213,4560000.0,-5470000.0,-8540000.0,-0.399,2770000.0,0.18,15750000.0,139.37,1.84,0.8,-2800000.0,-16370000.000000002,2.5799999237060547,2.819999933242798,1.1399999856948853
EBAY,44100000000.0,36220000000.0,4.24,3.39,14.48,46.38,1.0705,0.2519,0.077,0.2845,11660000000.0,17.34,0.10800000000000001,7800000000.0,3480000000.0,1970000000.0,18.28,14560000000.0,23.26,9310000000.0,85.03,3.35,17.29,3120000000.0,2170000000.0,69.49224090576172,69.86832427978516,51.36576461791992
EBIX,826330000.0,1400000000.0,0.9,1.3,7.32,43.36,0.076,0.127,0.0487,0.1035,950230000.0,31.07,0.243,282350000.0,135910000.0,72260000.0,2.36,101010000.0,3.26,677740000.0,97.98,1.98,21.06,68420000.0,34610000.0,26.86632537841797,33.73229217529297,20.335966110229492
ECOL,1020000000.0,1770000000.0,1.06,1.67,6.87,41.16,-0.09369999999999999,0.0409,0.0132,-0.13949999999999999,967650000.0,31.1,0.08,245050000.0,145250000.0,-90640000.0,-2.91,71430000.0,2.29,822100000.0,133.46,2.01,19.7,100940000.0,62730000.0,32.349998474121094,37.52000045776367,32.66999816894531
ECOR,79600000.0,57340000.0,11.71,3.32,38.56,-14.74,0.0,-4.16,-0.3003,-0.5312,4890000.0,0.09,0.376,1760000.0,-20220000.0,-18600000.0,-0.352,39000000.0,0.55,774010.0,1.88,7.3,0.57,-12910000.0,-8140000.000000001,1.1299999952316284,1.190000057220459,1.7300000190734863
ECPG,1460000000.0,4260000000.0,0.96,1.08,10.32,26.73,0.19030000000000002,0.38630000000000003,0.08529999999999999,0.2473,1640000000.0,52.86,0.022000000000000002,1500000000.0,682500000.0,312020000.0,9.87,159030000.0,5.43,2810000000.0,200.73,14.57,47.26,274870000.0,553350000.0,49.27000045776367,47.38999938964844,38.59000015258789
EDAP,212750000.0,169970000.0,3.85,3.81,18.0,-90.17,0.0025,0.0032,0.0015,0.0031,45460000.0,1.42,0.001,18380000.0,2420000.0,115000.0,0.0,45410000.0,1.36,7920000.0,16.48,4.34,1.44,5760000.0,300620.0,6.380000114440918,7.090000152587891,4.599999904632568
EDIT,2810000000.0,2230000000.0,32.7,4.58,359.26,-58.49,0.0,-8.876,-0.20679999999999998,-0.4155,24490000.0,0.37,-0.9009999999999999,-67260000.0,-212680000.0,-213560000.0,-3.23,557840000.0,8.25,28690000.0,4.89,11.15,8.68,-169320000.0,-102320000.0,41.08000183105469,56.63999938964844,28.059999465942383
EDRY,88680000.0,155350000.0,2.77,2.53,7.98,10.64,0.306,0.49450000000000005,0.1134,0.23420000000000002,48530000.0,20.29,1.864,8130000.000000001,31050000.0,13470000.0,5.56,17020000.0,5.98,73220000.0,96.3,1.28,22.14,25650000.0,-11140000.0,31.18000030517578,24.34000015258789,3.799999952316284
EDUC,83730000.0,105450000.0,0.4,1.94,3.2,31.35,0.06509999999999999,0.0812,0.09789999999999999,0.2964,180900000.0,22.09,-0.44299999999999995,144600000.0,16430000.0,11770000.0,1.39,921200.0,0.11,32580000.0,73.24,1.61,5.14,-33150000.0,-41790000.0,9.559479713439941,12.154906272888184,16.10071563720703
EEFT,6730000000.0,6530000000.0,2.44,4.67,7.99,46.47,0.0499,0.0712,0.0298,0.10300000000000001,2890000000.0,54.82,0.22899999999999998,906000000.0,340140000.0,144090000.0,2.7,1720000000.0,32.51,1370000000.0,92.04,1.85,28.22,337430000.0,322010000.0,127.27999877929688,135.35000610351562,91.0999984741211
EFOI,15770000.0,17310000.0,0.79,2.81,6.3,-18.81,-0.4631,-0.6473,-0.3337,-1.5630000000000002,11210000.0,2.73,-0.539,5180000.0,-7070000.0,-5190000.0,-1.264,1290000.0,0.25,4770000.0,106.04,1.41,0.88,-9290000.0,-8960000.0,3.0999999046325684,3.9800000190734863,6.869999885559082
EGAN,320150000.0,259180000.0,4.25,6.95,12.08,248.49,0.0677,0.0704,0.0353,0.1259,80670000.0,2.59,0.125,59020000.0,6120000.0,5470000.0,0.17,70410000.0,2.24,4680000.0,9.54,1.62,1.56,15300000.0,18610000.0,10.199999809265137,11.479999542236328,14.170000076293945
EGLE,648600000.0,1060000000.0,1.53,1.23,5.79,10.37,0.2011,0.3626,0.10189999999999999,0.18510000000000001,485000000.0,41.16,1.69,78780000.0,219510000.0,97530000.0,6.9,100010000.0,7.36,476670000.0,78.44,1.23,47.24,135860000.0,17470000.0,47.98130416870117,45.03124237060547,15.57822322845459
EGLX,459390000.0,426970000.0,3.83,2.5,9.85,-44.35,-0.2979,-0.2752,-0.095,-0.2318,152890000.0,1.33,1.6540000000000001,18670000.0,-38600000.0,-45550000.0,-0.309,33660000.0,0.26,12780000.0,5.21,1.24,1.91,-24530000.0,1660000.0,3.630000114440918,5.940000057220459,1.2000000476837158
EGRX,722050000.0,647240000.0,4.0,3.71,16.24,-56.97,0.031400000000000004,0.0232,0.0103,0.031400000000000004,179140000.0,13.68,-0.20199999999999999,142340000.0,7740000.0,5630000.0,0.43,99740000.0,7.72,31740000.0,17.13,3.55,14.31,39900000.0,32380000.000000004,55.779998779296875,42.79999923706055,42.47999954223633
EHTH,1070000000.0000001,1020000000.0,1.77,1.28,16.03,-16.95,-0.021,-0.0233,-0.008100000000000001,-0.0139,588000000.0,22.05,-0.322,578690000.0,-8220000.000000001,-23760000.0,-0.89,227740000.0,8.63,42710000.0,4.26,7.37,29.51,-157220000.0,-59220000.0,40.5,58.400001525878906,79.0
EKSO,58510000.0,15070000.0,5.02,1.46,4.94,-8.49,-1.1542000000000001,-1.3022999999999998,-0.20670000000000002,-0.4583,9420000.0,0.85,0.052000000000000005,5070000.0,-11690000.0,-10880000.0,-1.011,43440000.0,3.43,2360000.0,6.05,10.5,3.08,-9820000.0,-3870000.0,4.619999885559082,5.5,4.75
ELTK,33760000.0,38110000.0,0.86,2.07,4.78,68.78,0.0528,0.0626,0.043899999999999995,0.14400000000000002,33800000.0,6.05,-0.139,7740000.0,3860000.0,1790000.0,0.315,8880000.0,1.52,13470000.0,81.39,2.53,2.83,2940000.0,292500.0,5.78000020980835,6.119999885559082,4.75
ELYS,114860000.0,96360000.0,1.92,4.82,12.0,-28.59,-0.2852,-0.16269999999999998,-0.09910000000000001,-0.6214999999999999,46460000.0,2.22,-0.172,11160000.0,-6320000.0,-13250000.0,-0.634,9410000.0,0.4,808950.0,3.18,1.4,1.09,-5010000.0,-5640000.0,4.929999828338623,4.059999942779541,2.059999942779541
EML,157720000.0,239480000.0,0.58,1.48,3.75,34.82,0.031200000000000002,0.0716,0.0449,0.0897,280240000.0,44.8,0.147,53660000.0,28770000.0,9800000.0,1.39,8700000.0,1.39,96220000.0,85.61,2.74,17.91,4230000.0,-15230000.0,25.052894592285156,30.09299087524414,19.124135971069336
ENG,94010000.0,73050000.0,1.47,3.18,12.34,27.71,-0.0608,-0.2501,-0.1704,-0.10779999999999999,41030000.0,1.37,-0.624,8450000.0,-9770000.0,-2490000.0,-0.083,24700000.0,0.7,5000000.0,15.65,6.19,0.91,-7420000.0,-6630000.0,2.6700000762939453,3.0299999713897705,0.8600000143051147
ENPH,20220000000.0,19930000000.0,20.42,34.61,56.7,427.23,0.1344,0.1954,0.0907,0.31170000000000003,1230000000.0,9.35,0.9690000000000001,345980000.0,264839999.99999997,165850000.0,1.15,1390000000.0,10.33,1040000000.0,161.01,4.49,4.8,339040000.0,159840000.0,149.97000122070312,183.6300048828125,82.58999633789062
ENSG,4139999999.9999995,5130000000.0,1.7,4.46,7.67,63.72,0.075,0.0978,0.0594,0.2234,2560000000.0,47.22,0.11599999999999999,420240000.0,304420000.0,192230000.0,3.39,317460000.0,5.8,1290000000.0,131.67,1.38,17.9,295680000.0,92140000.0,74.88999938964844,86.60909271240234,56.911415100097656
ENTA,1150000000.0,899570000.0,11.78,2.75,38.16,-27.33,-0.8138,-1.1288,-0.1481,-0.1848,97070000.0,4.81,-0.002,97070000.0,-106240000.0,-79000000.0,-3.92,244000000.0,12.01,6830000.0,1.71,8.82,19.74,-70000000.0,-57670000.0,56.810001373291016,44.0099983215332,45.779998779296875
ENTG,17070000000.0,17660000000.0,8.25,11.27,30.48,102.57,0.17309999999999998,0.2324,0.109,0.25920000000000004,2180000000.0,16.12,0.205,850310000.0,643330000.0,377530000.0,2.76,475750000.0,3.51,997880000.0,61.95,4.12,11.89,488490000.0,232030000.0,125.82601165771484,122.81494140625,74.06326293945312
ENTX,135570000.0,109020000.0,185.78,5.36,778.71,-35.62,0.0,-16.5821,-0.3429,-1.2202,627000.0,0.03,1.8,156000.0,-10290000.0,-19350000.0,-0.829,27390000.0,0.95,332000.0,1.28,9.72,0.9,-7800000.0,-4640000.0,4.710000038146973,5.980000019073486,1.2400000095367432
EOLS,423320000.0,315180000.0,3.88,3.99,11.81,-17.49,-1.6278,-0.7542,-0.18719999999999998,-2.1031,85590000.0,1.93,0.511,38240000.0,-57970000.0,-139330000.0,-3.14,107800000.0,1.94,23690000.0,24.32,1.94,1.75,-26610000.0,4940000.0,7.619999885559082,12.649999618530273,3.9100000858306885
EPAY,1690000000.0,1710000000.0,3.57,3.71,13.84,224.55,-0.0447,-0.0131,-0.0049,-0.05,482640000.0,11.23,0.1,274950000.0,36380000.0,-21590000.0,-0.5,125390000.0,2.78,166940000.0,37.88,1.61,10.23,78450000.0,73190000.0,39.279998779296875,37.08000183105469,42.15999984741211
EPZM,530750000.0,556680000.0,15.99,16.85,107.03,-9.53,0.0,-7.2139,-0.4322,-2.0532,34220000.0,0.34,0.45799999999999996,-100240000.0,-238630000.0,-266700000.0,-2.615,221290000.0,2.13,255530000.0,1661.42,5.53,-0.2,-228000000.0,-118200000.0,5.119999885559082,8.3100004196167,11.930000305175781
EQIX,71140000000.0,84510000000.0,11.21,6.68,50.45,120.2,0.0654,0.1773,0.0268,0.0405,6540000000.0,73.11,0.11199999999999999,2890000000.0,2780000000.0,427910000.0,4.74,1380000000.0,15.32,15060000000.0,142.51,1.63,117.38,2340000000.0,2350000000.0,787.2877197265625,796.9238891601562,745.855224609375
ERII,1080000000.0,979080000.0,10.64,6.02,47.11,345.36,0.1288,0.1361,0.0408,0.0731,96750000.0,1.7,-0.242,92240000.0,18650000.0,12460000.0,0.21,107640000.0,1.9,16800000.0,9.51,9.05,3.11,13810000.0,4179999.9999999995,19.030000686645508,22.780000686645508,8.199999809265137
ESCA,259940000.0,301390000.0,0.86,1.79,3.71,33.61,0.0782,0.10289999999999999,0.0894,0.1723,314940000.0,22.7,0.040999999999999995,74830000.0,37110000.0,24620000.0,1.75,6490000.0,0.48,61500000.0,42.5,3.38,10.67,-11290000.0,-31750000.0,18.749841690063477,22.615097045898438,17.693099975585938
ESEA,243650000.0,297070000.0,3.76,5.35,12.89,27.81,0.307,0.31739999999999996,0.1152,0.48229999999999995,67670000.0,10.08,0.8690000000000001,19210000.0,27630000.0,20010000.0,2.97,5880000.0,0.81,59510000.0,110.21,0.51,7.45,27430000.0,9340000.0,33.630001068115234,23.079999923706055,2.4700000286102295
ESLT,6450000000.0,7730000000.0,1.3,2.68,5.67,51.62,0.0647,0.0719,0.0274,0.1407,5160000000.0,116.79,0.20199999999999999,1220000000.0,518780000.0,333990000.0,7.55,204580000.0,4.63,1560000000.0,62.36,1.26,56.13,329110000.0,-7020000.0,144.83999633789062,129.3383026123047,118.73159790039062
ESTA,1720000000.0,1690000000.0,15.19,24.95,58.32,-150.27,-0.2755,-0.201,-0.0981,-0.4607,118330000.0,4.96,0.276,52500000.0,-20150000.0,-32600000.0,-1.37,64620000.00000001,2.69,53770000.0,87.35,4.09,2.57,-16390000.0,-8140000.000000001,71.58000183105469,87.33999633789062,18.530000686645508
ETSY,26310000000.0,26150000000.0,13.77,49.57,49.11,238.15,0.2155,0.2332,0.1137,0.8006,2230000000.0,17.61,0.179,1260000000.0,545570000.0,480490000.0,3.37,816830000.0,6.44,2320000000.0,435.1,2.29,4.22,604760000.0,505840000.0,207.9600067138672,205.83999633789062,121.62999725341797
EVBG,5820000000.0,5910000000.0,17.25,14.36,61.08,-1090.0,-0.3191,-0.2536,-0.0473,-0.33770000000000006,341210000.0,9.23,0.358,188110000.0,-58590000.0,-108870000.0,-2.94,546520000.0,14.17,677790000.0,169.96,2.59,10.35,31380000.0,49920000.0,151.0399932861328,136.0800018310547,125.7300033569336
EVER,551140000.0,506210000.0,1.33,6.75,4.71,-89.31,-0.0356,-0.0349,-0.0682,-0.19210000000000002,413740000.0,14.44,0.195,325560000.0,-11870000.0,-14720000.0,-0.51,41770000.0,1.41,9000000.0,10.46,1.96,2.91,10810000.0,14640000.0,18.6299991607666,32.68000030517578,38.63999938964844
EVGN,109540000.0,46570000.0,81.81,1.64,308.39,-6.1,0.0,-30.3484,-0.2463,-0.49079999999999996,970000.0,0.03,-0.522,466000.0,-27890000.0,-28540000.0,-0.738,61590000.0,1.5,2710000.0,3.84,9.72,1.47,-23500000.0,-12630000.0,2.640000104904175,3.4200000762939453,3.9600000381469727
EVK,41330000.0,89130000.0,0.14,0.31,0.94,79.72,0.0046,0.0106,0.0064,0.0111,304780000.0,20.58,0.18100000000000002,91210000.0,8790000.0,1400000.0,0.095,51400000.0,3.47,116990000.0,89.71,1.23,8.8,-11260000.0,-45130000.0,2.7899999618530273,2.9000000953674316,0.8600000143051147
EVO,7890000000.0,7950000000.0,12.14,7.93,49.82,55.88,0.4329,0.07429999999999999,0.0181,0.33759999999999996,571470000.0,1.75,0.23399999999999999,125740000.0,83440000.0,247390000.0,0.85,427230000.0,1.3,500610000.0,50.43,2.48,3.01,85840000.0,-54950000.0,23.762500762939453,22.815000534057617,13.262499809265137
EVOL,26350000.0,22570000.0,0.97,2.65,3.24,26.06,0.0255,0.0463,0.042,0.0739,27390000.0,2.24,0.03,17520000.0,2590000.0,699000.0,0.055,3580000.0,0.29,1030000.0,10.23,1.65,0.82,983000.0,1810000.0,2.1500000953674316,2.440000057220459,1.159999966621399
EXAS,16440000000.000002,17510000000.0,9.03,4.62,38.38,-144.32,-0.465,-0.5046,-0.1008,-0.2824,1760000000.0,10.51,0.11800000000000001,1140000000.0,-712880000.0,-818270000.0,-4.89,1220000000.0,7.07,2400000000.0,69.49,2.28,20.07,33740000.0,-92790000.0,95.44999694824219,124.30999755859375,101.94999694824219
EXC,47290000000.0,86680000000.0,1.36,1.47,9.73,22.65,0.0481,0.1483,0.0248,0.0541,34830000000.0,35.63,0.006,10030000000.0,10240000000.0,1670000000.0,1.71,2960000000.0,3.02,41700000000.0,121.72,0.94,34.6,4150000000.0000005,-118250000.0,48.00153350830078,43.65012741088867,34.268089294433594
EXEL,6690000000.0,5390000000.0,5.86,3.27,16.42,95.58,0.131,0.15710000000000002,0.054000000000000006,0.08289999999999999,1250000000.0,4.0,0.42100000000000004,953970000.0,211130000.0,164280000.0,0.51,1400000000.0,4.43,52250000.0,2.47,6.17,6.68,337640000.0,219420000.0,21.139999389648438,18.219999313354492,24.450000762939453
EXLS,4110000000.0000005,4059999999.9999995,4.13,5.64,13.98,79.16,0.1103,0.1461,0.0823,0.1702,1080000000.0,31.96,0.205,334500000.0,202860000.0,118680000.0,3.46,284320000.0,8.54,277700000.0,40.54,2.45,20.54,190420000.0,146800000.0,123.12000274658203,106.26000213623047,65.97000122070312
EXPD,20180000000.0,18960000000.0,1.61,6.55,4.39,37.73,0.0793,0.10710000000000001,0.1714,0.39299999999999996,14640000000.0,86.41,0.8390000000000001,1220000000.0,1620000000.0,1160000000.0,6.76,1820000000.0,10.74,456020000.0,13.33,1.87,20.17,705200000.0,493420000.0,118.58491516113281,126.02073669433594,89.16366577148438
EXPE,24820000000.0,28750000000.0,4.1,22.65,9.7,38.23,-0.10460000000000001,-0.04769999999999999,-0.0104,-0.1993,7240000000.0,49.26,0.9690000000000001,3520000000.0,-111000000.0,-957000000.0,-6.51,5030000000.0,33.2,8850000000.0,245.73,0.93,10.59,3080000000.0,1800000000.0,163.89999389648438,163.7100067138672,91.69000244140625
EXPI,5870000000.0,5760000000.0,2.29,34.28,5.19,447.92,0.0222,0.012199999999999999,0.0824,0.48829999999999996,3300000000.0,22.57,0.9690000000000001,159610000.0,46160000.0,73440000.0,0.47,98060000.0,0.67,3840000.0,2.02,1.62,1.28,228870000.0,160960000.0,39.733612060546875,38.70565414428711,20.136524200439453
EXPO,5890000000.0,5670000000.0,13.76,15.19,48.69,167.87,0.24,0.2463,0.11230000000000001,0.27440000000000003,427840000.0,8.14,0.16,128370000.0,112020000.0,102660000.0,1.93,254780000.0,4.89,16309999.999999998,4.03,3.3,7.77,111240000.0,73700000.0,112.95030212402344,88.89884185791016,71.30592346191406
EXTR,1280000000.0,1420000000.0,1.25,23.46,5.31,47.02,0.0225,0.054000000000000006,0.035699999999999996,0.5702,1040000000.0,8.29,0.135,585120000.0,107910000.0,23440000.0,0.19,191350000.0,1.47,371660000.0,513.87,0.93,0.56,160040000.0,125430000.0,9.850000381469727,11.15999984741211,4.019999980926514
EYE,4650000000.0,5250000000.0,2.49,4.95,10.14,69.3,0.07490000000000001,0.1032,0.0575,0.16949999999999998,2100000000.0,25.72,0.067,918540000.0,311890000.0,157100000.0,1.77,439120000.0,5.31,1020000000.0,103.05,1.85,11.95,265070000.0,94650000.0,56.77000045776367,51.130001068115234,38.2400016784668
EYPT,299800000.0,210410000.0,5.38,2.81,23.23,-14.41,-1.6742,-1.5179,-0.2519,-1.0854000000000001,32530000.0,1.34,-0.423,11190000.0,-46630000.0,-54450000.0,-2.25,119710000.0,4.16,39280000.0,42.35,7.11,3.22,-27530000.0,-21990000.0,10.420000076293945,8.989999771118164,5.199999809265137
EZPW,424350000.0,597900000.0,0.6,0.63,3.11,19.7,0.0118,0.0443,0.016399999999999998,0.013000000000000001,729550000.0,13.09,0.153,449490000.0,62950000.0,8610000.0,0.15,253670000.0,4.53,477780000.0,71.07,3.94,11.99,46440000.0,31440000.0,7.570000171661377,6.03000020980835,5.03000020980835
FANG,17120000000.000002,24140000000.0,3.61,1.57,12.64,19.06,0.0839,0.3406,0.0541,0.0406,5260000000.0,30.72,1.652,2000000000.0,3020000000.0,441000000.0,2.56,457000000.0,2.52,6970000000.0,56.1,0.73,63.51,3180000000.0,1030000000.0,94.26091766357422,92.9457778930664,29.159076690673828
FANH,646480000.0,451290000.0,1.21,2.21,0.66,16.02,0.0867,0.08779999999999999,0.0567,0.1452,3320000000.0,61.84,-0.158,1050000000.0,309920000.0,287870000.0,0.81,1400000000.0,26.03,191940000.0,9.64,2.67,34.93,158560000.0,192060000.0,12.039999961853027,14.76703929901123,15.643552780151367
FARM,151370000.0,256970000.00000003,0.37,1.44,2.37,37.01,-0.0925,-0.056100000000000004,-0.040999999999999995,-0.35719999999999996,408940000.0,23.01,0.114,100920000.0,3900000.0,-38380000.0,-2.16,6010000.0,0.33,119740000.0,110.84,1.81,6.0,-17210000.0,-22490000.0,8.40999984741211,12.6899995803833,4.420000076293945
FARO,1200000000.0,1090000000.0,3.71,3.35,13.76,-487.15,0.057999999999999996,-0.014199999999999999,-0.0062,0.0572,330560000.0,18.29,0.11900000000000001,159850000.0,8480000.0,19160000.0,1.06,125810000.0,6.91,25350000.0,7.11,2.93,19.6,-4990000.0,-12540000.0,65.80999755859375,77.7699966430664,60.97999954223633
FAST,29680000000.0,30030000000.0,5.22,10.3,19.32,83.12,0.1525,0.2021,0.177,0.3042,5840000000.0,10.16,0.1,2570000000.0,1350000000.0,889900000.0,1.54,250500000.0,0.44,618300000.0,20.85,4.18,5.16,934700000.0,607960000.0,51.35218048095703,51.475093841552734,43.525474548339844
